Dish,Review,Sentiment
Fried Rice,The Fried Rice was not worth the price though it had some perfectly cooked elements.,0
Vada,The Vada was too dry and I did not like it.,0
Cold Coffee,The Cold Coffee was great texture although slightly too spicy.,1
Idli,The Idli was perfectly cooked though slightly not fresh.,1
Fried Rice,The Fried Rice was rich and flavorful and I really enjoyed it.,1
Upma,The Upma was mouth watering but slightly bland and tasteless.,1
Brownie,The Brownie was super satisfying although slightly overcooked.,1
Paneer Butter Masala,The Paneer Butter Masala was super satisfying and I really enjoyed it.,1
Coffee,The Coffee was too salty and I did not like it.,0
Sandwich,The Sandwich was cold when served and I did not like it.,0
Roti,The Roti was super satisfying but slightly too dry.,1
Rajma,The Rajma was very tasty although slightly not fresh.,1
Mutton Biryani,The Mutton Biryani was not worth the price but it had some very tasty elements.,0
Orange Juice,The Orange Juice was too dry and I did not like it.,0
Hot Chocolate,The Hot Chocolate was overcooked however it had some great texture elements.,0
French Fries,The French Fries was rich and flavorful although slightly overcooked.,1
Manchurian,The Manchurian was extremely fresh and I really enjoyed it.,1
Rasgulla,The Rasgulla was undercooked although it had some very tasty elements.,0
Pakora,The Pakora was great texture although slightly not worth the price.,1
Momos,The Momos was rich and flavorful however slightly overcooked.,1
Ice Cream,The Ice Cream was absolutely delicious however slightly not worth the price.,1
Veg Biryani,The Veg Biryani was highly recommended though slightly undercooked.,1
Gobi Manchurian,The Gobi Manchurian was very oily but it had some fantastic flavor elements.,0
Rajma,The Rajma was super satisfying and I really enjoyed it.,1
Lassi,The Lassi was highly recommended and I really enjoyed it.,1
Pav Bhaji,The Pav Bhaji was great texture although slightly too salty.,1
Aloo Paratha,The Aloo Paratha was highly recommended however slightly not fresh.,1
Idli,The Idli was fantastic flavor and I really enjoyed it.,1
Burger,The Burger was very oily and I did not like it.,0
Aloo Paratha,The Aloo Paratha was extremely fresh and I really enjoyed it.,1
Manchurian,The Manchurian was poor quality although it had some fantastic flavor elements.,0
Dosa,The Dosa was super satisfying and I really enjoyed it.,1
Idli,The Idli was super satisfying and I really enjoyed it.,1
Mutton Biryani,The Mutton Biryani was loved it though slightly overcooked.,1
Chicken Curry,The Chicken Curry was perfectly cooked and I really enjoyed it.,1
Milkshake,The Milkshake was burnt taste and I did not like it.,0
Sandwich,The Sandwich was not fresh although it had some extremely fresh elements.,0
Gobi Manchurian,The Gobi Manchurian was burnt taste but it had some great texture elements.,0
Veg Pulao,The Veg Pulao was super satisfying and I really enjoyed it.,1
Pav Bhaji,The Pav Bhaji was fantastic flavor though slightly too dry.,1
Gobi Manchurian,The Gobi Manchurian was mouth watering and I really enjoyed it.,1
Hot Chocolate,The Hot Chocolate was too salty and I did not like it.,0
Gulab Jamun,The Gulab Jamun was bland and tasteless and I did not like it.,0
Upma,The Upma was overcooked and I did not like it.,0
Pizza,The Pizza was burnt taste and I did not like it.,0
Burger,The Burger was very oily but it had some great texture elements.,0
Gulab Jamun,The Gulab Jamun was too dry and I did not like it.,0
Fried Rice,The Fried Rice was super satisfying however slightly undercooked.,1
Gobi Manchurian,The Gobi Manchurian was too dry though it had some perfectly cooked elements.,0
Pakora,The Pakora was very oily and I did not like it.,0
Noodles,The Noodles was super satisfying and I really enjoyed it.,1
Brownie,The Brownie was too spicy and I did not like it.,0
Milkshake,The Milkshake was fantastic flavor although slightly poor quality.,1
Milkshake,The Milkshake was overcooked and I did not like it.,0
Brownie,The Brownie was very tasty but slightly very oily.,1
Masala Dosa,The Masala Dosa was too dry and I did not like it.,0
Orange Juice,The Orange Juice was super satisfying and I really enjoyed it.,1
Hot Chocolate,The Hot Chocolate was highly recommended although slightly too spicy.,1
Spring Roll,The Spring Roll was loved it though slightly poor quality.,1
Gulab Jamun,The Gulab Jamun was absolutely delicious but slightly not fresh.,1
Spring Roll,The Spring Roll was overcooked however it had some excellent quality elements.,0
Rasgulla,The Rasgulla was perfectly cooked though slightly not fresh.,1
Paneer Butter Masala,The Paneer Butter Masala was super satisfying though slightly undercooked.,1
Chole Bhature,The Chole Bhature was too spicy and I did not like it.,0
Orange Juice,The Orange Juice was great texture and I really enjoyed it.,1
Vada,The Vada was extremely fresh and I really enjoyed it.,1
Prawn Fry,The Prawn Fry was too spicy and I did not like it.,0
Veg Biryani,The Veg Biryani was too dry and I did not like it.,0
Rasgulla,The Rasgulla was absolutely delicious and I really enjoyed it.,1
Paneer Butter Masala,The Paneer Butter Masala was too salty and I did not like it.,0
Hot Chocolate,The Hot Chocolate was extremely fresh and I really enjoyed it.,1
Prawn Fry,The Prawn Fry was too dry however it had some absolutely delicious elements.,0
Roti,The Roti was bland and tasteless but it had some super satisfying elements.,0
Gulab Jamun,The Gulab Jamun was absolutely delicious however slightly bland and tasteless.,1
Aloo Paratha,The Aloo Paratha was poor quality and I did not like it.,0
Chicken Biryani,The Chicken Biryani was very tasty and I really enjoyed it.,1
Lassi,The Lassi was excellent quality but slightly not fresh.,1
Vada,The Vada was absolutely delicious but slightly too spicy.,1
Paneer Butter Masala,The Paneer Butter Masala was extremely fresh although slightly too dry.,1
Noodles,The Noodles was too salty but it had some highly recommended elements.,0
Prawn Fry,The Prawn Fry was cold when served and I did not like it.,0
Veg Biryani,The Veg Biryani was great texture although slightly too dry.,1
Burger,The Burger was highly recommended however slightly too dry.,1
Chicken Biryani,The Chicken Biryani was absolutely delicious and I really enjoyed it.,1
Milkshake,The Milkshake was too dry but it had some rich and flavorful elements.,0
Pakora,The Pakora was cold when served however it had some loved it elements.,0
Manchurian,The Manchurian was too salty however it had some excellent quality elements.,0
Pakora,The Pakora was cold when served but it had some extremely fresh elements.,0
Veg Pulao,The Veg Pulao was rich and flavorful however slightly bland and tasteless.,1
Upma,The Upma was great texture although slightly too salty.,1
Tandoori Chicken,The Tandoori Chicken was too salty and I did not like it.,0
Mutton Biryani,The Mutton Biryani was poor quality and I did not like it.,0
Kadai Paneer,The Kadai Paneer was excellent quality though slightly poor quality.,1
Veg Biryani,The Veg Biryani was super satisfying and I really enjoyed it.,1
Ice Cream,The Ice Cream was fantastic flavor however slightly undercooked.,1
Pav Bhaji,The Pav Bhaji was highly recommended and I really enjoyed it.,1
Rasgulla,The Rasgulla was not worth the price though it had some very tasty elements.,0
Gulab Jamun,The Gulab Jamun was overcooked and I did not like it.,0
Brownie,The Brownie was not worth the price and I did not like it.,0
Chicken Curry,The Chicken Curry was too spicy but it had some absolutely delicious elements.,0
Tea,The Tea was very oily and I did not like it.,0
Masala Dosa,The Masala Dosa was loved it and I really enjoyed it.,1
Coffee,The Coffee was loved it though slightly very oily.,1
French Fries,The French Fries was too spicy although it had some mouth watering elements.,0
Rasgulla,The Rasgulla was overcooked and I did not like it.,0
Pongal,The Pongal was bland and tasteless and I did not like it.,0
Rasgulla,The Rasgulla was excellent quality and I really enjoyed it.,1
Aloo Paratha,The Aloo Paratha was extremely fresh though slightly too dry.,1
Kadai Paneer,The Kadai Paneer was cold when served and I did not like it.,0
Milkshake,The Milkshake was undercooked and I did not like it.,0
Veg Biryani,The Veg Biryani was loved it and I really enjoyed it.,1
Rasgulla,The Rasgulla was not worth the price and I did not like it.,0
Upma,The Upma was excellent quality but slightly too spicy.,1
Samosa,The Samosa was too spicy and I did not like it.,0
Pakora,The Pakora was not worth the price and I did not like it.,0
Fish Curry,The Fish Curry was burnt taste and I did not like it.,0
Spring Roll,The Spring Roll was great texture but slightly burnt taste.,1
Malai Kofta,The Malai Kofta was loved it and I really enjoyed it.,1
Rajma,The Rajma was mouth watering and I really enjoyed it.,1
Rasgulla,The Rasgulla was burnt taste though it had some perfectly cooked elements.,0
Samosa,The Samosa was perfectly cooked and I really enjoyed it.,1
Sandwich,The Sandwich was cold when served although it had some highly recommended elements.,0
Vada,The Vada was too dry however it had some perfectly cooked elements.,0
Upma,The Upma was fantastic flavor and I really enjoyed it.,1
Coffee,The Coffee was not worth the price but it had some super satisfying elements.,0
Fried Rice,The Fried Rice was too dry and I did not like it.,0
Chole Bhature,The Chole Bhature was fantastic flavor but slightly cold when served.,1
Ice Cream,The Ice Cream was not fresh however it had some very tasty elements.,0
Chicken Curry,The Chicken Curry was perfectly cooked and I really enjoyed it.,1
Paneer Butter Masala,The Paneer Butter Masala was absolutely delicious however slightly poor quality.,1
Paneer Butter Masala,The Paneer Butter Masala was too dry and I did not like it.,0
Ice Cream,The Ice Cream was rich and flavorful and I really enjoyed it.,1
Samosa,The Samosa was perfectly cooked though slightly burnt taste.,1
Fried Rice,The Fried Rice was loved it and I really enjoyed it.,1
Brownie,The Brownie was loved it but slightly bland and tasteless.,1
Pakora,The Pakora was overcooked and I did not like it.,0
French Fries,The French Fries was cold when served and I did not like it.,0
Veg Pulao,The Veg Pulao was not worth the price and I did not like it.,0
Ice Cream,The Ice Cream was overcooked and I did not like it.,0
Pongal,The Pongal was super satisfying and I really enjoyed it.,1
Idli,The Idli was undercooked and I did not like it.,0
Fish Curry,The Fish Curry was not worth the price and I did not like it.,0
Aloo Paratha,The Aloo Paratha was absolutely delicious although slightly burnt taste.,1
Rasgulla,The Rasgulla was highly recommended and I really enjoyed it.,1
Momos,The Momos was undercooked but it had some great texture elements.,0
Veg Pulao,The Veg Pulao was excellent quality though slightly bland and tasteless.,1
Mango Juice,The Mango Juice was not worth the price though it had some great texture elements.,0
Kadai Paneer,The Kadai Paneer was loved it and I really enjoyed it.,1
Mango Juice,The Mango Juice was mouth watering however slightly too salty.,1
Dal Tadka,The Dal Tadka was super satisfying and I really enjoyed it.,1
Veg Pulao,The Veg Pulao was not worth the price but it had some fantastic flavor elements.,0
Milkshake,The Milkshake was not fresh and I did not like it.,0
Gulab Jamun,The Gulab Jamun was great texture and I really enjoyed it.,1
Chicken Biryani,The Chicken Biryani was too spicy and I did not like it.,0
Spring Roll,The Spring Roll was great texture and I really enjoyed it.,1
Idli,The Idli was perfectly cooked though slightly bland and tasteless.,1
Chole Bhature,The Chole Bhature was excellent quality but slightly burnt taste.,1
Rasgulla,The Rasgulla was bland and tasteless and I did not like it.,0
Ice Cream,The Ice Cream was undercooked but it had some great texture elements.,0
Prawn Fry,The Prawn Fry was extremely fresh but slightly undercooked.,1
Samosa,The Samosa was very tasty however slightly undercooked.,1
Rajma,The Rajma was undercooked and I did not like it.,0
Ice Cream,The Ice Cream was perfectly cooked though slightly too dry.,1
Hot Chocolate,The Hot Chocolate was perfectly cooked though slightly not fresh.,1
Idli,The Idli was great texture although slightly not worth the price.,1
Aloo Paratha,The Aloo Paratha was too dry however it had some super satisfying elements.,0
Samosa,The Samosa was rich and flavorful though slightly undercooked.,1
Veg Biryani,The Veg Biryani was cold when served and I did not like it.,0
Masala Dosa,The Masala Dosa was too dry and I did not like it.,0
Upma,The Upma was overcooked and I did not like it.,0
Cold Coffee,The Cold Coffee was very tasty and I really enjoyed it.,1
Momos,The Momos was too spicy although it had some rich and flavorful elements.,0
Mango Juice,The Mango Juice was too spicy and I did not like it.,0
Lassi,The Lassi was not worth the price and I did not like it.,0
Hot Chocolate,The Hot Chocolate was fantastic flavor and I really enjoyed it.,1
Gobi Manchurian,The Gobi Manchurian was not worth the price however it had some very tasty elements.,0
Pizza,The Pizza was super satisfying although slightly not fresh.,1
Ice Cream,The Ice Cream was great texture though slightly burnt taste.,1
Pav Bhaji,The Pav Bhaji was mouth watering however slightly overcooked.,1
Spring Roll,The Spring Roll was bland and tasteless and I did not like it.,0
Coffee,The Coffee was fantastic flavor and I really enjoyed it.,1
Gobi Manchurian,The Gobi Manchurian was bland and tasteless and I did not like it.,0
Chicken Curry,The Chicken Curry was overcooked and I did not like it.,0
Chicken Biryani,The Chicken Biryani was too dry and I did not like it.,0
Tea,The Tea was cold when served and I did not like it.,0
Gobi Manchurian,The Gobi Manchurian was absolutely delicious and I really enjoyed it.,1
Malai Kofta,The Malai Kofta was too salty and I did not like it.,0
Cold Coffee,The Cold Coffee was not fresh but it had some loved it elements.,0
Hot Chocolate,The Hot Chocolate was burnt taste and I did not like it.,0
Tea,The Tea was burnt taste though it had some super satisfying elements.,0
Butter Chicken,The Butter Chicken was mouth watering however slightly very oily.,1
Paneer Butter Masala,The Paneer Butter Masala was cold when served and I did not like it.,0
Gulab Jamun,The Gulab Jamun was very tasty however slightly burnt taste.,1
Coffee,The Coffee was mouth watering and I really enjoyed it.,1
Gulab Jamun,The Gulab Jamun was poor quality although it had some highly recommended elements.,0
Idli,The Idli was mouth watering and I really enjoyed it.,1
Samosa,The Samosa was fantastic flavor though slightly cold when served.,1
Masala Dosa,The Masala Dosa was absolutely delicious though slightly not worth the price.,1
Chicken Biryani,The Chicken Biryani was excellent quality and I really enjoyed it.,1
Chicken Biryani,The Chicken Biryani was excellent quality although slightly too dry.,1
Butter Chicken,The Butter Chicken was not fresh and I did not like it.,0
Hot Chocolate,The Hot Chocolate was excellent quality although slightly burnt taste.,1
Tea,The Tea was very oily however it had some excellent quality elements.,0
Mutton Biryani,The Mutton Biryani was perfectly cooked though slightly too spicy.,1
Chicken Curry,The Chicken Curry was bland and tasteless though it had some mouth watering elements.,0
Mutton Biryani,The Mutton Biryani was great texture and I really enjoyed it.,1
Butter Chicken,The Butter Chicken was extremely fresh and I really enjoyed it.,1
Orange Juice,The Orange Juice was too dry and I did not like it.,0
Mutton Biryani,The Mutton Biryani was bland and tasteless but it had some perfectly cooked elements.,0
Kadai Paneer,The Kadai Paneer was too dry however it had some excellent quality elements.,0
Fried Rice,The Fried Rice was absolutely delicious and I really enjoyed it.,1
Momos,The Momos was perfectly cooked and I really enjoyed it.,1
Mutton Biryani,The Mutton Biryani was too dry and I did not like it.,0
Tandoori Chicken,The Tandoori Chicken was not worth the price although it had some super satisfying elements.,0
Orange Juice,The Orange Juice was excellent quality but slightly poor quality.,1
Coffee,The Coffee was highly recommended and I really enjoyed it.,1
Rajma,The Rajma was bland and tasteless though it had some excellent quality elements.,0
Tandoori Chicken,The Tandoori Chicken was perfectly cooked and I really enjoyed it.,1
Milkshake,The Milkshake was excellent quality however slightly undercooked.,1
Chicken Curry,The Chicken Curry was perfectly cooked and I really enjoyed it.,1
Paneer Butter Masala,The Paneer Butter Masala was rich and flavorful though slightly too dry.,1
Tandoori Chicken,The Tandoori Chicken was undercooked although it had some extremely fresh elements.,0
Pakora,The Pakora was undercooked though it had some excellent quality elements.,0
Dal Tadka,The Dal Tadka was too spicy and I did not like it.,0
Kadai Paneer,The Kadai Paneer was too salty however it had some extremely fresh elements.,0
Lassi,The Lassi was overcooked though it had some highly recommended elements.,0
Cold Coffee,The Cold Coffee was too dry however it had some great texture elements.,0
Spring Roll,The Spring Roll was too spicy and I did not like it.,0
Aloo Paratha,The Aloo Paratha was very oily however it had some very tasty elements.,0
Momos,The Momos was too salty and I did not like it.,0
Aloo Paratha,The Aloo Paratha was excellent quality and I really enjoyed it.,1
Kadai Paneer,The Kadai Paneer was super satisfying but slightly too dry.,1
Tandoori Chicken,The Tandoori Chicken was perfectly cooked and I really enjoyed it.,1
Chicken Biryani,The Chicken Biryani was highly recommended and I really enjoyed it.,1
Gobi Manchurian,The Gobi Manchurian was rich and flavorful although slightly not worth the price.,1
Noodles,The Noodles was undercooked and I did not like it.,0
Spring Roll,The Spring Roll was not worth the price and I did not like it.,0
Brownie,The Brownie was overcooked but it had some mouth watering elements.,0
Dosa,The Dosa was not worth the price though it had some absolutely delicious elements.,0
Chicken Biryani,The Chicken Biryani was extremely fresh however slightly not fresh.,1
Brownie,The Brownie was very oily however it had some great texture elements.,0
Rasgulla,The Rasgulla was overcooked but it had some extremely fresh elements.,0
Kadai Paneer,The Kadai Paneer was very tasty but slightly too dry.,1
Dal Tadka,The Dal Tadka was mouth watering and I really enjoyed it.,1
Gobi Manchurian,The Gobi Manchurian was extremely fresh and I really enjoyed it.,1
Egg Biryani,The Egg Biryani was highly recommended and I really enjoyed it.,1
Ice Cream,The Ice Cream was very oily although it had some extremely fresh elements.,0
Prawn Fry,The Prawn Fry was highly recommended but slightly cold when served.,1
Cold Coffee,The Cold Coffee was burnt taste however it had some fantastic flavor elements.,0
Coffee,The Coffee was highly recommended though slightly cold when served.,1
Coffee,The Coffee was not worth the price though it had some absolutely delicious elements.,0
Vada,The Vada was burnt taste and I did not like it.,0
Rasgulla,The Rasgulla was bland and tasteless however it had some loved it elements.,0
Lassi,The Lassi was cold when served and I did not like it.,0
Veg Biryani,The Veg Biryani was fantastic flavor although slightly very oily.,1
Manchurian,The Manchurian was burnt taste however it had some perfectly cooked elements.,0
Fried Rice,The Fried Rice was super satisfying and I really enjoyed it.,1
Hot Chocolate,The Hot Chocolate was very oily and I did not like it.,0
Butter Chicken,The Butter Chicken was very oily and I did not like it.,0
Pizza,The Pizza was too salty but it had some rich and flavorful elements.,0
Chicken Curry,The Chicken Curry was undercooked however it had some excellent quality elements.,0
Egg Biryani,The Egg Biryani was poor quality however it had some fantastic flavor elements.,0
Tandoori Chicken,The Tandoori Chicken was absolutely delicious but slightly undercooked.,1
Mango Juice,The Mango Juice was overcooked but it had some loved it elements.,0
Malai Kofta,The Malai Kofta was extremely fresh but slightly poor quality.,1
Chicken Curry,The Chicken Curry was overcooked however it had some excellent quality elements.,0
Ice Cream,The Ice Cream was too spicy and I did not like it.,0
Upma,The Upma was excellent quality though slightly undercooked.,1
Upma,The Upma was rich and flavorful though slightly undercooked.,1
Momos,The Momos was poor quality and I did not like it.,0
Manchurian,The Manchurian was rich and flavorful and I really enjoyed it.,1
Gulab Jamun,The Gulab Jamun was undercooked but it had some mouth watering elements.,0
Pav Bhaji,The Pav Bhaji was cold when served although it had some great texture elements.,0
Cold Coffee,The Cold Coffee was perfectly cooked and I really enjoyed it.,1
Masala Dosa,The Masala Dosa was overcooked though it had some fantastic flavor elements.,0
Hot Chocolate,The Hot Chocolate was poor quality and I did not like it.,0
Prawn Fry,The Prawn Fry was highly recommended and I really enjoyed it.,1
Fried Rice,The Fried Rice was very tasty however slightly not worth the price.,1
Masala Dosa,The Masala Dosa was fantastic flavor although slightly too dry.,1
Veg Pulao,The Veg Pulao was undercooked although it had some extremely fresh elements.,0
Noodles,The Noodles was fantastic flavor however slightly not worth the price.,1
Momos,The Momos was perfectly cooked and I really enjoyed it.,1
Burger,The Burger was very tasty but slightly undercooked.,1
Veg Biryani,The Veg Biryani was absolutely delicious however slightly not worth the price.,1
Masala Dosa,The Masala Dosa was not fresh and I did not like it.,0
Veg Pulao,The Veg Pulao was highly recommended though slightly undercooked.,1
Spring Roll,The Spring Roll was absolutely delicious however slightly not worth the price.,1
Masala Dosa,The Masala Dosa was cold when served however it had some absolutely delicious elements.,0
Aloo Paratha,The Aloo Paratha was excellent quality and I really enjoyed it.,1
Roti,The Roti was overcooked and I did not like it.,0
Chicken Biryani,The Chicken Biryani was rich and flavorful and I really enjoyed it.,1
Upma,The Upma was not fresh though it had some very tasty elements.,0
Manchurian,The Manchurian was loved it although slightly undercooked.,1
Dosa,The Dosa was excellent quality however slightly not fresh.,1
Mutton Biryani,The Mutton Biryani was burnt taste though it had some loved it elements.,0
Brownie,The Brownie was great texture and I really enjoyed it.,1
Kadai Paneer,The Kadai Paneer was absolutely delicious but slightly overcooked.,1
Manchurian,The Manchurian was too dry but it had some mouth watering elements.,0
Manchurian,The Manchurian was poor quality however it had some excellent quality elements.,0
Chicken Biryani,The Chicken Biryani was fantastic flavor but slightly too spicy.,1
Mutton Biryani,The Mutton Biryani was too spicy and I did not like it.,0
Brownie,The Brownie was cold when served though it had some super satisfying elements.,0
Chicken Biryani,The Chicken Biryani was cold when served although it had some extremely fresh elements.,0
Hot Chocolate,The Hot Chocolate was mouth watering however slightly too spicy.,1
Vada,The Vada was too salty and I did not like it.,0
Gulab Jamun,The Gulab Jamun was undercooked and I did not like it.,0
Coffee,The Coffee was highly recommended but slightly too dry.,1
French Fries,The French Fries was too spicy and I did not like it.,0
Mutton Biryani,The Mutton Biryani was perfectly cooked and I really enjoyed it.,1
Veg Biryani,The Veg Biryani was mouth watering however slightly very oily.,1
Dosa,The Dosa was loved it however slightly poor quality.,1
Veg Biryani,The Veg Biryani was very oily but it had some very tasty elements.,0
Sandwich,The Sandwich was absolutely delicious and I really enjoyed it.,1
Momos,The Momos was very oily but it had some highly recommended elements.,0
Kadai Paneer,The Kadai Paneer was fantastic flavor although slightly not worth the price.,1
French Fries,The French Fries was burnt taste although it had some absolutely delicious elements.,0
Malai Kofta,The Malai Kofta was not worth the price and I did not like it.,0
Chole Bhature,The Chole Bhature was cold when served however it had some fantastic flavor elements.,0
French Fries,The French Fries was too salty and I did not like it.,0
Upma,The Upma was loved it and I really enjoyed it.,1
Ice Cream,The Ice Cream was poor quality however it had some rich and flavorful elements.,0
Chicken Curry,The Chicken Curry was perfectly cooked and I really enjoyed it.,1
Chole Bhature,The Chole Bhature was perfectly cooked and I really enjoyed it.,1
Paneer Butter Masala,The Paneer Butter Masala was rich and flavorful but slightly cold when served.,1
Tea,The Tea was overcooked and I did not like it.,0
Roti,The Roti was not worth the price however it had some fantastic flavor elements.,0
Brownie,The Brownie was very oily but it had some extremely fresh elements.,0
Fish Curry,The Fish Curry was extremely fresh though slightly undercooked.,1
Gobi Manchurian,The Gobi Manchurian was perfectly cooked and I really enjoyed it.,1
Rasgulla,The Rasgulla was bland and tasteless and I did not like it.,0
Milkshake,The Milkshake was too spicy however it had some super satisfying elements.,0
Mutton Biryani,The Mutton Biryani was very oily and I did not like it.,0
Rasgulla,The Rasgulla was too salty and I did not like it.,0
Malai Kofta,The Malai Kofta was highly recommended however slightly bland and tasteless.,1
Paneer Butter Masala,The Paneer Butter Masala was fantastic flavor however slightly overcooked.,1
Veg Biryani,The Veg Biryani was burnt taste although it had some highly recommended elements.,0
Cold Coffee,The Cold Coffee was bland and tasteless though it had some absolutely delicious elements.,0
Pav Bhaji,The Pav Bhaji was perfectly cooked though slightly too spicy.,1
Tea,The Tea was too salty however it had some fantastic flavor elements.,0
Manchurian,The Manchurian was burnt taste however it had some great texture elements.,0
Prawn Fry,The Prawn Fry was too dry but it had some extremely fresh elements.,0
Chole Bhature,The Chole Bhature was excellent quality although slightly overcooked.,1
Rasgulla,The Rasgulla was overcooked and I did not like it.,0
Brownie,The Brownie was very oily and I did not like it.,0
Tandoori Chicken,The Tandoori Chicken was loved it however slightly overcooked.,1
Pongal,The Pongal was very oily and I did not like it.,0
Cold Coffee,The Cold Coffee was fantastic flavor and I really enjoyed it.,1
Hot Chocolate,The Hot Chocolate was overcooked and I did not like it.,0
Fried Rice,The Fried Rice was perfectly cooked and I really enjoyed it.,1
Tandoori Chicken,The Tandoori Chicken was very tasty though slightly overcooked.,1
Orange Juice,The Orange Juice was not fresh but it had some excellent quality elements.,0
Pav Bhaji,The Pav Bhaji was highly recommended and I really enjoyed it.,1
Upma,The Upma was too dry and I did not like it.,0
Orange Juice,The Orange Juice was fantastic flavor and I really enjoyed it.,1
French Fries,The French Fries was super satisfying and I really enjoyed it.,1
Pizza,The Pizza was too salty and I did not like it.,0
Vada,The Vada was burnt taste and I did not like it.,0
Malai Kofta,The Malai Kofta was excellent quality however slightly not fresh.,1
Malai Kofta,The Malai Kofta was overcooked and I did not like it.,0
Chole Bhature,The Chole Bhature was great texture however slightly not fresh.,1
Fried Rice,The Fried Rice was extremely fresh but slightly overcooked.,1
Pakora,The Pakora was too dry although it had some very tasty elements.,0
Brownie,The Brownie was poor quality but it had some highly recommended elements.,0
Malai Kofta,The Malai Kofta was not fresh although it had some super satisfying elements.,0
Egg Biryani,The Egg Biryani was bland and tasteless and I did not like it.,0
Dal Tadka,The Dal Tadka was cold when served however it had some extremely fresh elements.,0
Samosa,The Samosa was fantastic flavor and I really enjoyed it.,1
Hot Chocolate,The Hot Chocolate was very oily although it had some excellent quality elements.,0
Dosa,The Dosa was loved it and I really enjoyed it.,1
Noodles,The Noodles was too spicy and I did not like it.,0
Chicken Curry,The Chicken Curry was too salty and I did not like it.,0
Burger,The Burger was too salty although it had some excellent quality elements.,0
Tea,The Tea was rich and flavorful but slightly undercooked.,1
Sandwich,The Sandwich was loved it and I really enjoyed it.,1
Pakora,The Pakora was too spicy however it had some fantastic flavor elements.,0
Fried Rice,The Fried Rice was rich and flavorful and I really enjoyed it.,1
Samosa,The Samosa was loved it and I really enjoyed it.,1
Pongal,The Pongal was not worth the price however it had some very tasty elements.,0
Tea,The Tea was extremely fresh though slightly too spicy.,1
Manchurian,The Manchurian was too salty and I did not like it.,0
Chole Bhature,The Chole Bhature was very oily although it had some absolutely delicious elements.,0
Gulab Jamun,The Gulab Jamun was not fresh and I did not like it.,0
Hot Chocolate,The Hot Chocolate was poor quality though it had some loved it elements.,0
Brownie,The Brownie was too dry however it had some extremely fresh elements.,0
Idli,The Idli was super satisfying and I really enjoyed it.,1
Vada,The Vada was highly recommended but slightly overcooked.,1
Vada,The Vada was undercooked although it had some mouth watering elements.,0
Mango Juice,The Mango Juice was mouth watering however slightly not worth the price.,1
Coffee,The Coffee was perfectly cooked and I really enjoyed it.,1
Sandwich,The Sandwich was extremely fresh and I really enjoyed it.,1
Burger,The Burger was cold when served however it had some loved it elements.,0
Gobi Manchurian,The Gobi Manchurian was too salty however it had some absolutely delicious elements.,0
Coffee,The Coffee was great texture though slightly overcooked.,1
Masala Dosa,The Masala Dosa was super satisfying and I really enjoyed it.,1
Upma,The Upma was mouth watering but slightly overcooked.,1
Idli,The Idli was overcooked and I did not like it.,0
Noodles,The Noodles was very tasty however slightly bland and tasteless.,1
Veg Pulao,The Veg Pulao was not fresh however it had some extremely fresh elements.,0
Milkshake,The Milkshake was cold when served although it had some extremely fresh elements.,0
Brownie,The Brownie was super satisfying though slightly too spicy.,1
Spring Roll,The Spring Roll was not fresh and I did not like it.,0
Malai Kofta,The Malai Kofta was excellent quality and I really enjoyed it.,1
Aloo Paratha,The Aloo Paratha was cold when served though it had some very tasty elements.,0
French Fries,The French Fries was too salty and I did not like it.,0
Pakora,The Pakora was cold when served although it had some perfectly cooked elements.,0
Gulab Jamun,The Gulab Jamun was mouth watering though slightly undercooked.,1
Mutton Biryani,The Mutton Biryani was excellent quality however slightly cold when served.,1
Kadai Paneer,The Kadai Paneer was too spicy though it had some very tasty elements.,0
Mango Juice,The Mango Juice was loved it and I really enjoyed it.,1
Chicken Biryani,The Chicken Biryani was not fresh and I did not like it.,0
Pav Bhaji,The Pav Bhaji was very oily and I did not like it.,0
Lassi,The Lassi was fantastic flavor and I really enjoyed it.,1
Milkshake,The Milkshake was loved it and I really enjoyed it.,1
Rasgulla,The Rasgulla was mouth watering and I really enjoyed it.,1
Prawn Fry,The Prawn Fry was not worth the price and I did not like it.,0
Veg Biryani,The Veg Biryani was too spicy and I did not like it.,0
French Fries,The French Fries was too dry although it had some extremely fresh elements.,0
Masala Dosa,The Masala Dosa was undercooked however it had some rich and flavorful elements.,0
Vada,The Vada was cold when served though it had some fantastic flavor elements.,0
Mango Juice,The Mango Juice was burnt taste although it had some highly recommended elements.,0
French Fries,The French Fries was poor quality however it had some rich and flavorful elements.,0
Sandwich,The Sandwich was highly recommended and I really enjoyed it.,1
Tea,The Tea was undercooked but it had some very tasty elements.,0
Pav Bhaji,The Pav Bhaji was too dry but it had some absolutely delicious elements.,0
Veg Pulao,The Veg Pulao was cold when served but it had some fantastic flavor elements.,0
Milkshake,The Milkshake was too salty though it had some extremely fresh elements.,0
Hot Chocolate,The Hot Chocolate was overcooked and I did not like it.,0
Prawn Fry,The Prawn Fry was absolutely delicious and I really enjoyed it.,1
Gobi Manchurian,The Gobi Manchurian was very oily and I did not like it.,0
Samosa,The Samosa was cold when served but it had some rich and flavorful elements.,0
Veg Biryani,The Veg Biryani was extremely fresh although slightly not worth the price.,1
Prawn Fry,The Prawn Fry was cold when served but it had some great texture elements.,0
Dosa,The Dosa was absolutely delicious and I really enjoyed it.,1
